Car ID,Brand,Year,Engine Size,Fuel Type,Transmission,Mileage,Condition,Price,Model
726,Audi,2009,4.7,Petrol,Automatic,244865,Used,31455.83,Q5
727,Audi,2020,1.2,Diesel,Automatic,279707,Used,14086.62,A3
728,Honda,2013,4.3,Petrol,Manual,70729,Like New,20661.39,Accord
729,Honda,2006,3.7,Petrol,Manual,277845,Used,21525.04,Civic
730,Tesla,2001,1.5,Hybrid,Manual,200144,New,85056.02,Model S
731,Mercedes,2008,1.9,Hybrid,Manual,215494,Like New,32010.37,GLC
732,Tesla,2015,3.8,Hybrid,Automatic,252615,New,72895.71,Model X
733,Honda,2012,2.5,Electric,Automatic,128331,Like New,58944.68,Fit
734,Audi,2008,5.7,Diesel,Manual,160482,New,97818.68,A4
735,Ford,2019,5.1,Hybrid,Manual,99280,Like New,30918.15,Fiesta
736,Tesla,2003,5.9,Electric,Manual,189787,New,20045.44,Model S
737,Audi,2021,2.3,Electric,Manual,38665,New,9943.59,A3
738,Ford,2009,5.8,Diesel,Automatic,278101,Used,27891.17,Explorer
739,Ford,2021,3.2,Diesel,Manual,259285,Like New,69986.73,Focus
740,Honda,2011,2.7,Petrol,Manual,163947,Like New,13099.53,CR-V
741,Tesla,2016,1.3,Electric,Manual,113828,Used,28246.68,Model 3
742,BMW,2013,1.3,Hybrid,Automatic,132698,New,86254.29,3 Series
743,Toyota,2013,4.5,Diesel,Automatic,90815,New,60380.53,RAV4
744,Honda,2001,3.3,Electric,Automatic,194894,Like New,11604.55,Fit
745,Honda,2020,2.1,Hybrid,Manual,203485,New,9529.9,Civic
746,BMW,2019,4.1,Electric,Manual,164714,Like New,10806.67,X5
747,Toyota,2010,2.3,Diesel,Manual,32356,Like New,94478.13,Prius
748,Audi,2015,3.9,Petrol,Automatic,265953,New,85737.79,Q5
749,Mercedes,2018,2.8,Electric,Automatic,297019,New,85269.3,C-Class
750,Tesla,2022,5.1,Hybrid,Manual,241121,New,92800.59,Model 3
751,Mercedes,2005,5.1,Diesel,Manual,271609,Used,52999.26,C-Class
752,Audi,2023,3.4,Petrol,Automatic,197167,Like New,28497.74,Q7
753,Honda,2018,2.8,Hybrid,Manual,196322,New,43128.06,Fit
754,Toyota,2004,2.8,Hybrid,Manual,15250,Used,73292.09,Prius
755,Honda,2003,5.0,Hybrid,Manual,46023,New,88223.12,Accord
756,Ford,2014,2.6,Electric,Automatic,101350,Like New,46333.64,Fiesta
757,Honda,2003,2.0,Diesel,Manual,177696,Used,55861.19,Fit
758,Honda,2019,1.4,Hybrid,Manual,16427,Like New,93519.38,Accord
759,Audi,2009,3.3,Electric,Manual,210084,New,15212.37,A3
760,Audi,2023,3.4,Diesel,Manual,134511,New,86918.43,A4
761,Audi,2021,5.2,Diesel,Automatic,218403,New,20134.21,A3
762,Mercedes,2002,2.1,Electric,Automatic,78672,Used,50966.83,E-Class
763,Ford,2004,2.9,Electric,Automatic,17300,Used,25750.2,Mustang
764,Audi,2005,5.0,Hybrid,Manual,19659,Used,62280.02,A3
765,Toyota,2020,5.1,Diesel,Automatic,162475,Used,58064.48,Camry
766,Mercedes,2021,2.9,Petrol,Manual,245259,New,41100.7,GLC
767,BMW,2007,3.3,Electric,Automatic,10360,New,87013.83,X3
768,Toyota,2006,2.5,Diesel,Manual,283568,New,67682.27,Camry
769,Tesla,2020,5.7,Diesel,Automatic,98035,Used,73514.49,Model Y
770,Tesla,2009,1.6,Hybrid,Automatic,48791,Used,19312.68,Model X
771,Toyota,2005,5.7,Petrol,Automatic,199867,New,88900.74,RAV4
772,Audi,2013,4.4,Hybrid,Manual,274444,New,20868.82,Q5
773,BMW,2003,3.7,Petrol,Manual,33370,Used,26164.57,X5
774,BMW,2012,1.2,Petrol,Manual,200903,Like New,17165.24,3 Series
775,Mercedes,2019,3.4,Electric,Automatic,27209,New,46834.12,GLC
776,BMW,2016,3.0,Diesel,Manual,283071,New,89332.38,5 Series
777,Tesla,2022,1.8,Diesel,Manual,34579,New,28982.51,Model 3
778,Ford,2006,4.3,Diesel,Manual,271176,Used,40506.57,Mustang
779,Audi,2003,5.9,Petrol,Manual,93254,New,85376.31,A3
780,BMW,2013,3.8,Diesel,Manual,113528,New,63692.45,3 Series
781,Mercedes,2002,4.6,Electric,Manual,223274,New,76403.56,GLA
782,Tesla,2023,1.3,Petrol,Automatic,238292,New,25330.0,Model X
783,Ford,2004,3.1,Petrol,Automatic,181026,New,73066.54,Focus
784,Honda,2015,1.6,Petrol,Manual,248342,Like New,26623.0,CR-V
785,Honda,2022,4.1,Petrol,Automatic,219437,Like New,98794.83,CR-V
786,Ford,2019,5.7,Electric,Automatic,278076,New,58189.18,Fiesta
787,Tesla,2003,4.3,Diesel,Manual,287858,New,71085.73,Model 3
788,Mercedes,2023,1.4,Electric,Manual,57803,New,16248.15,E-Class
789,Ford,2023,2.8,Diesel,Automatic,133624,New,28812.32,Mustang
790,Audi,2001,3.8,Electric,Manual,56627,Used,18275.36,A3
791,Audi,2017,3.0,Hybrid,Automatic,177059,Used,42066.22,Q5
792,Honda,2018,5.2,Hybrid,Automatic,45380,Used,31992.91,Fit
793,BMW,2018,5.1,Hybrid,Automatic,160322,Like New,74627.61,5 Series
794,Mercedes,2016,4.1,Hybrid,Manual,199416,New,15327.35,E-Class
795,Honda,2013,2.9,Petrol,Automatic,146367,Used,76445.64,Fit
796,BMW,2018,2.3,Petrol,Manual,272667,New,9341.96,X3
797,BMW,2021,1.5,Electric,Manual,259125,New,24191.69,X3
798,Audi,2023,2.8,Electric,Manual,13769,Like New,80236.67,A4
799,Tesla,2012,3.1,Hybrid,Manual,112035,Like New,75563.78,Model X
800,Toyota,2011,4.4,Diesel,Manual,175717,Used,50250.98,Camry
801,Tesla,2005,4.3,Hybrid,Automatic,221815,Used,9748.36,Model Y
802,Toyota,2020,1.4,Electric,Manual,231832,Like New,62939.91,Camry
803,Ford,2003,3.0,Hybrid,Manual,156629,Like New,43638.79,Focus
804,Audi,2018,1.9,Electric,Manual,234799,New,35070.17,Q7
805,BMW,2015,1.8,Hybrid,Manual,168157,New,65839.01,5 Series
806,Mercedes,2012,5.1,Diesel,Manual,144542,Used,46478.38,GLA
807,Toyota,2003,1.2,Hybrid,Automatic,118643,Used,13780.0,Corolla
808,Tesla,2022,3.1,Diesel,Manual,210154,Like New,92015.29,Model S
809,BMW,2016,1.8,Diesel,Manual,137877,Used,78956.84,3 Series
810,Toyota,2022,5.4,Electric,Automatic,213396,New,10355.93,Prius
811,Toyota,2000,3.8,Diesel,Manual,225956,Like New,54881.07,Prius
812,Toyota,2017,2.2,Petrol,Automatic,181844,New,12920.87,Corolla
813,Mercedes,2019,3.5,Petrol,Automatic,101422,Like New,84542.54,GLA
814,Audi,2016,4.7,Petrol,Automatic,268774,Like New,63236.33,Q7
815,Mercedes,2014,5.8,Electric,Automatic,277845,New,21382.67,C-Class
816,Honda,2010,2.1,Petrol,Manual,145931,Used,6970.43,CR-V
817,BMW,2021,5.4,Electric,Manual,117556,Used,8000.2,5 Series
818,Audi,2012,5.7,Electric,Automatic,228495,Used,53199.72,Q7
819,Audi,2000,5.6,Petrol,Automatic,254809,Used,74765.48,Q7
820,Audi,2016,4.2,Diesel,Manual,205384,New,16479.84,Q7
821,Tesla,2005,4.1,Hybrid,Automatic,15021,Like New,26021.99,Model S
822,Audi,2003,3.0,Electric,Automatic,200935,New,36089.69,Q5
823,Mercedes,2019,4.8,Petrol,Automatic,204222,Used,25717.29,GLA
824,Audi,2015,3.7,Electric,Manual,64361,Used,42176.97,Q7
825,Ford,2014,4.4,Diesel,Automatic,272499,New,58163.43,Explorer
826,BMW,2014,3.1,Diesel,Manual,98841,Like New,70068.99,5 Series
827,Audi,2005,4.7,Petrol,Manual,180076,New,96558.64,A3
828,BMW,2014,5.1,Electric,Manual,246300,New,93430.15,5 Series
829,Ford,2013,1.7,Hybrid,Automatic,160786,New,59162.06,Explorer
830,Ford,2010,5.2,Hybrid,Automatic,17198,Like New,74744.26,Explorer
831,BMW,2006,3.7,Electric,Manual,258466,New,95332.86,X3
832,Toyota,2008,5.2,Electric,Manual,18740,New,12929.83,Corolla
833,Honda,2015,3.2,Electric,Manual,265954,Used,5535.3,Civic
834,Tesla,2004,2.9,Petrol,Automatic,258308,New,7830.98,Model Y
835,Toyota,2019,5.6,Diesel,Automatic,99855,Used,58518.19,Corolla
836,Toyota,2009,2.3,Hybrid,Manual,210192,Used,77469.18,RAV4
837,Mercedes,2017,5.2,Petrol,Manual,288927,Used,39872.12,E-Class
838,Tesla,2002,3.4,Electric,Automatic,121701,Like New,56797.72,Model Y
839,Tesla,2012,3.6,Electric,Manual,271615,Used,54054.8,Model Y
840,Toyota,2010,2.5,Diesel,Automatic,110771,New,14003.23,Corolla
841,Audi,2016,3.9,Electric,Automatic,6163,New,35550.89,A4
842,Mercedes,2021,2.6,Petrol,Manual,16065,Used,6846.34,GLA
843,Mercedes,2012,1.2,Petrol,Manual,241262,Used,15517.04,C-Class
844,Ford,2005,2.4,Diesel,Automatic,248924,New,82126.53,Fiesta
845,Tesla,2016,1.0,Petrol,Automatic,179420,Used,83794.28,Model 3
846,Toyota,2012,5.9,Hybrid,Automatic,281298,Like New,81184.9,Camry
847,Ford,2018,5.8,Petrol,Automatic,20229,Used,74047.77,Focus
848,BMW,2020,3.0,Petrol,Automatic,250470,Like New,80364.72,X5
849,Honda,2018,4.6,Petrol,Manual,158069,Like New,68743.32,Civic
850,Mercedes,2009,2.7,Hybrid,Automatic,21101,Like New,68634.17,GLC
851,BMW,2002,4.4,Electric,Automatic,40391,Used,68399.37,3 Series
852,BMW,2013,5.0,Petrol,Automatic,206935,Like New,53834.07,3 Series
853,Audi,2018,5.7,Diesel,Manual,72723,Like New,39517.99,Q7
854,Honda,2004,3.0,Hybrid,Manual,226293,Used,74368.55,Civic
855,BMW,2004,4.9,Diesel,Automatic,190477,Like New,33371.37,5 Series
856,BMW,2019,2.3,Petrol,Automatic,166020,Used,56575.7,X5
857,Honda,2016,6.0,Diesel,Manual,290604,New,46168.78,Accord
858,Honda,2020,1.1,Petrol,Manual,197190,Like New,31279.12,CR-V
859,BMW,2009,4.0,Hybrid,Manual,179354,Used,97595.54,3 Series
860,Honda,2004,4.3,Diesel,Manual,91725,New,29581.41,Accord
861,BMW,2003,4.4,Diesel,Automatic,212139,Like New,34382.84,3 Series
862,BMW,2005,1.6,Petrol,Manual,85779,Like New,20350.81,3 Series
863,Audi,2003,5.7,Petrol,Automatic,3060,Used,83183.16,A4
864,Toyota,2006,1.9,Electric,Automatic,125806,New,60725.99,RAV4
865,BMW,2006,4.1,Petrol,Manual,275875,Used,63238.73,3 Series
866,Ford,2017,2.1,Petrol,Manual,115871,Like New,82953.33,Explorer
867,Mercedes,2002,2.5,Electric,Manual,20719,Like New,37577.37,GLC
868,Tesla,2000,3.7,Petrol,Manual,49116,Like New,23395.18,Model 3
869,Toyota,2023,3.1,Petrol,Automatic,26325,Like New,23848.51,RAV4
870,Toyota,2003,1.8,Electric,Automatic,14551,New,74598.88,RAV4
871,Toyota,2005,1.9,Hybrid,Automatic,286422,New,63340.94,Prius
872,Audi,2008,3.1,Hybrid,Manual,15141,Used,24602.19,Q7
873,BMW,2021,4.8,Petrol,Automatic,295759,Used,18781.21,X3
874,Audi,2013,5.5,Petrol,Manual,122058,Used,16465.29,A4
875,BMW,2011,1.4,Electric,Automatic,193823,Like New,64640.87,X3
876,Audi,2019,3.0,Electric,Manual,112684,Used,5011.27,A4
877,Audi,2023,1.5,Hybrid,Automatic,289596,New,6740.34,A3
878,Mercedes,2003,1.1,Diesel,Automatic,50391,Used,42007.55,C-Class
879,Ford,2020,4.3,Petrol,Manual,120288,Used,70678.24,Explorer
880,Audi,2023,4.0,Diesel,Automatic,206132,New,71028.74,A3
881,Mercedes,2011,1.8,Diesel,Automatic,113535,New,45861.24,GLC
882,Honda,2009,2.2,Electric,Manual,142770,Like New,70651.99,CR-V
883,Ford,2021,1.1,Petrol,Manual,239947,New,54504.14,Mustang
884,Audi,2006,5.2,Petrol,Manual,86711,New,97808.48,Q5
885,Tesla,2002,5.9,Electric,Manual,264509,Used,20433.72,Model Y
886,Toyota,2022,1.7,Diesel,Manual,228625,New,62063.39,Prius
887,Honda,2013,2.2,Electric,Automatic,43372,Like New,51667.68,Civic
888,Honda,2023,5.3,Hybrid,Manual,44134,Used,23474.3,CR-V
889,Mercedes,2009,5.6,Petrol,Automatic,299967,Like New,76249.09,GLA
890,Honda,2015,3.1,Hybrid,Automatic,71158,New,31173.26,Accord
891,Ford,2015,1.3,Electric,Manual,237159,Like New,41262.43,Fiesta
892,Audi,2021,1.2,Petrol,Automatic,133021,Like New,40608.9,A3
893,Audi,2009,3.9,Hybrid,Automatic,49396,New,28199.42,Q7
894,Tesla,2012,3.0,Hybrid,Manual,31912,New,45917.01,Model S
895,Toyota,2005,1.1,Diesel,Automatic,56947,Used,49967.86,Prius
896,Mercedes,2011,3.9,Petrol,Manual,44387,Used,75701.06,E-Class
897,Toyota,2008,1.1,Hybrid,Manual,278652,Used,77681.51,Camry
898,Honda,2012,4.9,Hybrid,Manual,109249,New,20062.82,Civic
899,Tesla,2003,2.5,Diesel,Automatic,1919,Like New,61313.37,Model 3
900,Toyota,2023,1.2,Hybrid,Automatic,140689,Like New,90138.79,Corolla
901,Ford,2010,3.9,Hybrid,Automatic,33298,Used,15334.73,Mustang
902,Audi,2019,3.0,Hybrid,Automatic,237225,Used,49926.83,A3
903,Honda,2017,5.9,Diesel,Manual,233725,New,76283.55,Fit
904,Tesla,2010,3.7,Hybrid,Automatic,276600,Like New,63091.68,Model X
905,Toyota,2020,2.4,Hybrid,Manual,109599,Used,14555.64,Camry
906,Mercedes,2003,4.5,Petrol,Automatic,83721,New,42677.58,GLC
907,Ford,2017,2.4,Petrol,Automatic,286384,Used,53187.75,Explorer
908,Ford,2000,5.5,Diesel,Automatic,271372,New,99605.33,Focus
909,Toyota,2006,2.9,Electric,Automatic,283830,Like New,21967.75,Camry
910,Audi,2005,3.7,Petrol,Automatic,11920,New,98330.26,Q7
911,Toyota,2014,1.3,Diesel,Manual,7432,Used,40734.23,Camry
912,Honda,2017,3.1,Hybrid,Automatic,110507,Used,24030.45,Civic
913,Toyota,2023,5.2,Hybrid,Automatic,224647,Like New,44340.36,Corolla
914,Ford,2010,5.0,Diesel,Automatic,164982,Like New,63329.54,Focus
915,Tesla,2019,2.1,Hybrid,Automatic,121764,Used,25282.25,Model X
916,Toyota,2023,2.1,Hybrid,Manual,161298,Used,32686.71,RAV4
917,Audi,2014,5.1,Electric,Automatic,204222,Used,86181.92,Q7
918,Tesla,2015,5.7,Hybrid,Manual,112557,Like New,99905.9,Model S
919,Mercedes,2006,1.5,Petrol,Automatic,18013,Used,35226.41,C-Class
920,BMW,2020,3.3,Hybrid,Manual,21446,Like New,19141.4,3 Series
921,Toyota,2009,2.7,Diesel,Manual,201447,Used,80351.23,Corolla
922,Audi,2011,5.4,Electric,Manual,102261,New,62043.29,Q5
923,Tesla,2023,1.4,Hybrid,Manual,262701,New,14538.11,Model X
924,Audi,2013,2.1,Diesel,Manual,168461,Used,94943.29,Q7
925,Mercedes,2004,4.8,Petrol,Automatic,178772,New,12414.71,GLC
926,Ford,2020,1.3,Hybrid,Manual,130878,Like New,64408.86,Explorer
927,Audi,2017,3.5,Electric,Automatic,99143,New,45274.04,A3
928,Tesla,2004,3.2,Hybrid,Manual,24578,New,57879.27,Model 3
929,Audi,2002,2.7,Diesel,Manual,74779,Like New,25255.35,A4
930,Audi,2022,3.0,Electric,Automatic,140668,New,70370.49,A3
931,Audi,2004,3.6,Hybrid,Manual,72534,New,96173.37,Q7
932,Honda,2023,1.8,Petrol,Manual,272273,Used,48550.46,CR-V
933,Honda,2016,3.9,Electric,Manual,197118,Like New,54681.04,CR-V
934,Ford,2018,5.0,Petrol,Manual,273740,Like New,27782.11,Fiesta
935,Toyota,2018,4.8,Diesel,Automatic,65355,Used,89727.46,RAV4
936,Audi,2020,1.8,Hybrid,Manual,12974,Used,97261.57,Q5
937,Mercedes,2011,1.7,Petrol,Manual,197745,New,79698.2,C-Class
938,Toyota,2008,2.3,Diesel,Automatic,251366,New,56563.48,RAV4
939,Mercedes,2000,2.8,Hybrid,Automatic,74442,New,95895.7,GLA
940,Toyota,2017,3.0,Diesel,Manual,152890,Used,19615.76,Prius
941,Ford,2020,4.4,Petrol,Manual,55598,Like New,50456.63,Focus
942,Audi,2003,1.3,Diesel,Automatic,133726,New,56072.54,A4
943,Audi,2009,1.2,Electric,Manual,33758,Used,51732.06,Q7
944,BMW,2006,3.0,Hybrid,Automatic,286348,Like New,81229.74,5 Series
945,Mercedes,2021,4.5,Diesel,Manual,127309,Used,68688.27,C-Class
946,Toyota,2022,2.0,Petrol,Automatic,166000,New,17032.55,RAV4
947,Toyota,2000,4.2,Hybrid,Automatic,184681,Used,37912.87,Camry
948,Honda,2016,2.3,Electric,Automatic,30552,Used,37212.3,Civic
949,BMW,2023,5.4,Hybrid,Manual,147278,Used,58735.06,X3
950,Tesla,2001,5.5,Electric,Manual,34831,Used,32688.55,Model Y
951,Tesla,2010,2.5,Hybrid,Manual,43563,Like New,16140.82,Model Y
952,Honda,2008,2.1,Diesel,Manual,18361,New,67099.85,Civic
953,Honda,2006,3.1,Diesel,Automatic,74469,Like New,85848.51,CR-V
954,Honda,2021,2.2,Petrol,Automatic,25816,Used,93502.77,Fit
955,Mercedes,2016,4.4,Electric,Automatic,257422,Used,97394.95,E-Class
956,Mercedes,2016,5.1,Petrol,Manual,146691,New,79206.1,GLC
957,Ford,2001,4.4,Diesel,Manual,234295,New,18271.73,Focus
958,Ford,2005,5.1,Electric,Manual,92479,Like New,86045.62,Explorer
959,Honda,2013,3.0,Petrol,Automatic,26819,Like New,42996.21,CR-V
960,BMW,2005,1.8,Petrol,Manual,8798,New,74341.57,5 Series
961,Toyota,2001,4.7,Petrol,Manual,156215,Like New,55470.46,RAV4
962,Mercedes,2000,2.8,Petrol,Automatic,243942,Used,83717.58,GLC
963,BMW,2009,4.4,Petrol,Automatic,230259,Used,45423.04,5 Series
964,Audi,2020,2.4,Electric,Manual,129544,New,10870.41,Q5
965,Mercedes,2004,1.4,Petrol,Automatic,152254,Like New,57898.25,GLA
966,Mercedes,2001,6.0,Electric,Manual,253800,Used,21272.6,C-Class
967,Ford,2021,1.8,Petrol,Automatic,9415,New,96724.18,Focus
968,Toyota,2015,5.9,Diesel,Automatic,87638,Like New,55061.49,Camry
969,Toyota,2001,5.9,Diesel,Automatic,18452,Used,57588.09,RAV4
970,Tesla,2009,5.0,Petrol,Manual,195457,Like New,91190.24,Model Y
971,Tesla,2001,4.3,Hybrid,Manual,110205,Like New,64335.6,Model Y
972,Tesla,2015,3.9,Diesel,Manual,18170,Like New,33759.29,Model 3
973,Tesla,2015,5.3,Electric,Automatic,16259,New,33128.99,Model Y
974,Audi,2018,2.4,Petrol,Automatic,284243,Used,52649.97,Q5
975,Audi,2006,3.3,Electric,Automatic,140721,New,87327.78,A4
976,Mercedes,2021,4.1,Hybrid,Automatic,129394,Used,80499.29,GLA
977,Honda,2011,3.1,Petrol,Manual,172109,Used,96460.36,Fit
978,Ford,2023,3.1,Diesel,Manual,273949,New,11829.18,Focus
979,Ford,2014,2.7,Electric,Manual,254599,New,30490.98,Focus
980,Tesla,2007,3.8,Diesel,Automatic,43147,Used,12619.73,Model S
981,Mercedes,2005,5.3,Diesel,Automatic,74280,Used,76352.52,C-Class
982,BMW,2009,2.0,Petrol,Manual,177125,Used,18379.2,X3
983,Honda,2002,5.7,Electric,Automatic,97841,Like New,14489.2,Fit
984,Mercedes,2018,4.4,Hybrid,Manual,124726,Used,58358.86,E-Class
985,Honda,2016,5.1,Diesel,Automatic,76215,New,44091.05,Fit
986,Honda,2006,3.8,Petrol,Automatic,112909,New,72934.63,Fit
987,Honda,2020,4.9,Petrol,Manual,273129,New,51266.46,Fit
988,Mercedes,2019,1.1,Hybrid,Manual,274535,Used,45406.79,C-Class
989,Tesla,2003,5.1,Petrol,Automatic,4861,Used,45422.54,Model S
990,Ford,2013,1.2,Diesel,Manual,261968,Like New,87828.26,Explorer
991,Ford,2019,5.4,Petrol,Manual,183000,Like New,42546.44,Fiesta
992,Tesla,2021,6.0,Electric,Automatic,296508,New,36672.73,Model X
993,Honda,2014,2.5,Electric,Automatic,249072,Like New,37160.83,CR-V
994,BMW,2023,2.1,Diesel,Automatic,224402,Like New,23677.08,5 Series
995,Toyota,2007,4.8,Electric,Manual,42923,New,86765.44,RAV4
996,Mercedes,2020,2.3,Hybrid,Automatic,186968,Used,18929.93,E-Class
997,Toyota,2014,5.3,Petrol,Automatic,165912,Like New,91318.02,Corolla
998,Tesla,2021,1.5,Diesel,Automatic,173327,Used,31929.43,Model Y
999,BMW,2019,1.6,Hybrid,Automatic,128165,New,90445.55,X3
1000,Mercedes,2013,5.9,Petrol,Automatic,230314,New,80127.96,GLA
1001,Tesla,2008,4.4,Hybrid,Manual,295673,Like New,60288.81,Model S
1002,Honda,2007,5.2,Diesel,Automatic,144013,New,68599.65,Accord
1003,Ford,2016,2.6,Diesel,Automatic,1669,New,35955.19,Fiesta
1004,Toyota,2001,4.4,Hybrid,Manual,216854,New,59551.72,RAV4
1005,Audi,2023,4.0,Petrol,Automatic,55786,Like New,32778.28,A4
1006,Audi,2002,4.0,Electric,Automatic,182155,Like New,43215.92,Q7
1007,BMW,2007,4.4,Electric,Manual,20323,Like New,77642.94,X5
1008,Honda,2011,3.9,Hybrid,Automatic,230502,New,28173.59,CR-V
1009,Toyota,2000,3.1,Diesel,Manual,257249,Used,84690.37,Prius
1010,Honda,2009,2.4,Petrol,Automatic,6021,New,40708.87,CR-V
1011,Toyota,2019,4.8,Petrol,Manual,113415,Like New,55556.15,Corolla
1012,BMW,2002,2.1,Diesel,Manual,270855,Used,94486.25,X3
1013,BMW,2005,4.5,Electric,Automatic,7904,Used,69719.28,3 Series
1014,Audi,2006,2.2,Petrol,Manual,64033,Like New,66332.39,A4
1015,Honda,2019,4.1,Hybrid,Manual,231659,Used,72602.73,Fit
1016,Mercedes,2022,4.7,Electric,Automatic,120035,Used,92220.58,GLC
1017,Audi,2017,2.1,Hybrid,Automatic,220859,Like New,28608.8,A3
1018,Honda,2010,1.3,Electric,Manual,186168,Used,63257.91,Civic
1019,Audi,2018,1.7,Diesel,Automatic,221666,Used,43037.42,A3
1020,Mercedes,2004,4.0,Hybrid,Manual,231853,Like New,6126.25,GLA
1021,Ford,2018,5.2,Hybrid,Manual,265237,Used,16903.59,Explorer
1022,Ford,2010,1.2,Diesel,Automatic,287062,Used,35874.23,Fiesta
1023,Ford,2023,4.7,Hybrid,Automatic,193708,Used,58675.0,Fiesta
1024,Ford,2011,2.7,Electric,Manual,189878,Used,88740.1,Fiesta
1025,Tesla,2009,3.4,Petrol,Automatic,140466,Like New,80155.84,Model Y
1026,Toyota,2007,5.6,Petrol,Automatic,124501,New,57566.7,RAV4
1027,Tesla,2023,2.7,Diesel,Manual,260228,New,12017.69,Model S
1028,Tesla,2008,3.3,Electric,Manual,92510,Used,32161.1,Model X
1029,Tesla,2003,1.1,Hybrid,Manual,93708,Like New,39837.32,Model Y
1030,Ford,2004,1.4,Hybrid,Manual,97819,Like New,64063.13,Fiesta
1031,Mercedes,2020,2.3,Petrol,Manual,235603,Used,11167.74,GLC
1032,BMW,2007,1.1,Hybrid,Manual,36303,New,55368.39,5 Series
1033,BMW,2022,4.2,Petrol,Automatic,27453,Used,90639.13,3 Series
1034,Toyota,2008,3.1,Diesel,Manual,199521,Like New,72016.11,Corolla
1035,Ford,2014,3.7,Hybrid,Automatic,156837,Like New,80722.3,Explorer
1036,Ford,2014,1.9,Electric,Automatic,222787,New,69759.19,Fiesta
1037,Ford,2015,2.5,Hybrid,Manual,38057,Like New,24625.97,Fiesta
1038,Audi,2013,4.3,Petrol,Automatic,189060,Like New,15495.96,A4
1039,Honda,2007,5.8,Diesel,Manual,94655,Like New,83801.61,Accord
1040,Audi,2017,1.3,Petrol,Automatic,277169,New,71072.92,A4
1041,Honda,2009,5.5,Hybrid,Manual,269289,Like New,59630.85,Accord
1042,Ford,2019,3.9,Petrol,Manual,101206,Used,22981.87,Focus
1043,Ford,2005,3.8,Petrol,Manual,186869,New,62317.77,Explorer
1044,Audi,2011,3.5,Diesel,Manual,73230,Used,7975.57,Q7
1045,Audi,2001,1.3,Electric,Automatic,155002,Used,16289.72,Q5
1046,Honda,2006,1.4,Hybrid,Automatic,108138,New,34629.56,Accord
1047,BMW,2015,4.0,Diesel,Automatic,207097,Used,47155.14,X3
1048,Honda,2002,2.7,Electric,Automatic,212376,New,16453.63,Civic
1049,Audi,2012,5.6,Petrol,Automatic,62040,Used,16394.32,A4
1050,Mercedes,2002,3.0,Electric,Manual,108668,New,73959.9,E-Class
1051,Audi,2017,1.7,Petrol,Manual,198768,Like New,59123.34,A4
1052,Mercedes,2010,4.6,Petrol,Manual,56815,Like New,55705.49,E-Class
1053,Toyota,2007,2.5,Diesel,Manual,216741,Used,47981.28,Corolla
1054,Audi,2005,3.6,Petrol,Manual,112789,Like New,97771.6,A3
1055,Toyota,2000,4.5,Diesel,Automatic,219478,New,9731.03,Prius
1056,BMW,2000,5.5,Electric,Manual,167644,Used,22159.58,X5
1057,Honda,2022,5.0,Electric,Manual,185102,Like New,66513.24,Accord
1058,Mercedes,2007,4.4,Petrol,Automatic,244533,Like New,17954.74,E-Class
1059,Honda,2004,4.4,Diesel,Automatic,237469,Used,60991.19,Fit
1060,Toyota,2015,5.7,Petrol,Manual,233308,Like New,58937.32,Camry
1061,Mercedes,2010,2.5,Diesel,Manual,160275,Like New,97245.49,C-Class
1062,Honda,2004,1.0,Diesel,Automatic,77088,Used,88921.72,CR-V
1063,Audi,2003,2.4,Diesel,Manual,5608,Like New,94827.57,Q7
1064,Ford,2005,2.1,Electric,Manual,45667,Like New,15792.23,Explorer
1065,Toyota,2013,4.3,Diesel,Manual,55547,Like New,87474.1,RAV4
1066,Honda,2021,4.2,Electric,Automatic,234907,Like New,17263.61,CR-V
1067,Toyota,2018,4.0,Diesel,Manual,57560,Used,65128.56,Prius
1068,Tesla,2008,1.1,Electric,Manual,214601,New,73407.43,Model X
1069,Toyota,2011,4.6,Hybrid,Automatic,159487,New,20281.08,RAV4
1070,Mercedes,2010,2.6,Electric,Automatic,184286,Like New,65102.64,C-Class
1071,Tesla,2013,4.3,Electric,Automatic,280141,Like New,9983.75,Model Y
1072,Mercedes,2022,3.8,Petrol,Manual,121266,New,32860.28,GLC
1073,Ford,2015,2.7,Diesel,Automatic,3679,Like New,92510.06,Explorer
1074,Tesla,2000,1.7,Hybrid,Manual,40308,New,21314.46,Model S
1075,Audi,2012,1.5,Petrol,Automatic,206096,Used,11200.65,Q7
1076,Toyota,2022,5.2,Diesel,Manual,170914,Used,47149.43,RAV4
1077,Honda,2020,5.6,Hybrid,Automatic,5695,Used,85808.73,Civic
1078,BMW,2020,4.2,Hybrid,Manual,226812,Used,12283.88,X3
1079,Toyota,2012,1.5,Hybrid,Manual,58499,Used,38775.86,Camry
1080,Toyota,2001,3.0,Diesel,Automatic,23382,Used,90478.61,Corolla
1081,Ford,2003,4.6,Hybrid,Automatic,276379,New,16224.78,Fiesta
1082,Audi,2005,4.9,Hybrid,Manual,193295,Like New,34513.51,A4
1083,BMW,2022,1.6,Petrol,Automatic,133438,New,78949.96,3 Series
1084,Tesla,2004,1.0,Electric,Manual,158539,Used,56605.04,Model 3
1085,Tesla,2002,4.6,Diesel,Automatic,6764,Like New,84071.65,Model Y
1086,Tesla,2000,2.8,Electric,Automatic,221968,Like New,15601.56,Model Y
